CODFILIAL,DTMOV,CODPROD,DESCRICAO,QT
1,04/12/2020 00:00,1693,NINHO IOGURTE LIQ MACA E BANANA 24X100G,5
1,04/12/2020 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,6
1,04/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,4
1,04/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,04/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,04/12/2020 00:00,2039,NESFIT IOGURTE MARACUJA AVEIA 12X850G,2
1,04/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,04/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,04/12/2020 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,04/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,2
1,04/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,04/12/2020 00:00,213,REQUEIJAO CREMOSO NESTLE 15X200G,1
1,04/12/2020 00:00,214,REQUEIJAO CREMOSO NESTLE LIGHT 15X200G,1
1,04/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,3
1,04/12/2020 00:00,451,CHAMBINHO CHOCOLATE 16X320G,5
1,04/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,3
1,04/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,04/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,8
1,04/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,8
1,04/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,04/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,8
1,05/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,05/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,12
1,05/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,120
1,05/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,7
1,05/12/2020 00:00,1511,NESTLE IOGURTE MORANGO 12X900G,1
1,05/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,07/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,12
1,07/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,07/12/2020 00:00,174,NESTON IOGURTE LIQ MACA BNA 12X850G,1
1,07/12/2020 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,07/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,1
1,07/12/2020 00:00,2347,CHAMBINHO PETIT MRG 64X80G,5
1,07/12/2020 00:00,287,NINHO IOGURTE LIQ MACA E BANANA 24X170G,3
1,07/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,3
1,07/12/2020 00:00,1693,NINHO IOGURTE LIQ MACA E BANANA 24X100G,1
1,07/12/2020 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,07/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,07/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,1
1,07/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,07/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,4
1,07/12/2020 00:00,168,CHAMYTO BEB LACTEA MOR+CER CRML 24X130G,1
1,07/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,3
1,07/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,3
1,07/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,07/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,07/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,07/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,07/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,6
1,07/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,07/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,07/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,2
1,07/12/2020 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,1
1,07/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,08/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,5
1,08/12/2020 00:00,195,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,4
1,08/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,3
1,08/12/2020 00:00,450,CHANDELLE CHOCOLATE 24X180G,1
1,08/12/2020 00:00,1508,NESTLE GREGO IOG LT MORANGO 12X360G,5
1,08/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,08/12/2020 00:00,1887,CHANDELLE CHOCOLATE BRANCO 18X360G,1
1,08/12/2020 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,10
1,08/12/2020 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,8
1,08/12/2020 00:00,174,NESTON IOGURTE LIQ MACA BNA 12X850G,1
1,08/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,6
1,08/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,08/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,7
1,08/12/2020 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,08/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,3
1,08/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,08/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,08/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,08/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,08/12/2020 00:00,2039,NESFIT IOGURTE MARACUJA AVEIA 12X850G,1
1,09/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,09/12/2020 00:00,451,CHAMBINHO CHOCOLATE 16X320G,1
1,09/12/2020 00:00,1506,NESTLE IOG VIT DE FRUTA 12X900G,8
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,09/12/2020 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,15
1,09/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,2
1,09/12/2020 00:00,1506,NESTLE IOG VIT DE FRUTA 12X900G,3
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,09/12/2020 00:00,1508,NESTLE GREGO IOG LT MORANGO 12X360G,1
1,09/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,10/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,10/12/2020 00:00,1508,NESTLE GREGO IOG LT MORANGO 12X360G,1
1,10/12/2020 00:00,1508,NESTLE GREGO IOG LT MORANGO 12X360G,2
1,10/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,10/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,11/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,11/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,11/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,11/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,11/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,11/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,12/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,12/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,12/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,3
1,12/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,12/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,12/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,12/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,2
1,12/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,4
1,12/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,12/12/2020 00:00,1520,CHAMYTO GO IOG LIQ VITAMINA 24X100G,2
1,12/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,8
1,14/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,6
1,14/12/2020 00:00,1511,NESTLE IOGURTE MORANGO 12X900G,3
1,14/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,7
1,14/12/2020 00:00,288,NINHO IOGURTE MORANGO 24X170G,3
1,14/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,12
1,14/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,1
1,14/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,1
1,14/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,14/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,4
1,14/12/2020 00:00,1693,NINHO IOGURTE LIQ MACA E BANANA 24X100G,5
1,14/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,14/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,14/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,11
1,14/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,1
1,14/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,8
1,14/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,14/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,14/12/2020 00:00,2100,MOLICO IOGURTE LIQ MRG 24X170G,1
1,14/12/2020 00:00,2041,NESFIT IOGURTE MARACUJA AVEIA 24X170G,1
1,14/12/2020 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,2
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,3
1,15/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,6
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,3
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,5
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,5
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,15/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,2
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,1
1,15/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,15/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,15/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,3
1,15/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,6
1,15/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,8
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,2
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,2
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,3
1,15/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,15/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,15/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,16/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,6
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,5
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,16/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,16/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,16/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,15
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,2
1,16/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,16/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,3
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,16/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,16/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,1
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,2
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,3
1,16/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,3
1,16/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,6
1,16/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,17/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,17/12/2020 00:00,2041,NESFIT IOGURTE MARACUJA AVEIA 24X170G,5
1,17/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,17/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,17/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,17/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,17/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,17/12/2020 00:00,2100,MOLICO IOGURTE LIQ MRG 24X170G,1
1,17/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,17/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,2
1,17/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,17/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,18/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,6
1,18/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,16
1,18/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,18/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,18/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,5
1,18/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,4
1,18/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,19/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,19/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,12
1,19/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,19/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,19/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,19/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,4
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,3
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,19/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,19/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,7
1,19/12/2020 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,3
1,19/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,3
1,19/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,19/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,21/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,5
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,21/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,21/12/2020 00:00,287,NINHO IOGURTE LIQ MACA E BANANA 24X170G,4
1,21/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,2
1,21/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,3
1,21/12/2020 00:00,2041,NESFIT IOGURTE MARACUJA AVEIA 24X170G,1
1,21/12/2020 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,1
1,21/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,21/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,3
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,21/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,2
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,3
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,4
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,21/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,2
1,21/12/2020 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,21/12/2020 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,1
1,21/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,4
1,21/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,21/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,21/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,22/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,22/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,9
1,22/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,22/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,22/12/2020 00:00,451,CHAMBINHO CHOCOLATE 16X320G,1
1,22/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,22/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,2
1,22/12/2020 00:00,288,NINHO IOGURTE MORANGO 24X170G,3
1,22/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,22/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,4
1,22/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,2
1,22/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,23/12/2020 00:00,2037,NESFIT IOGURTE FRUTAS VERM 12X850G,1
1,23/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,2
1,23/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,23/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,23/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,24/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,13
1,24/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,24/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,6
1,24/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,24/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,26/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,26/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,28/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,4
1,28/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,28/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,4
1,28/12/2020 00:00,451,CHAMBINHO CHOCOLATE 16X320G,1
1,29/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,4
1,29/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,29/12/2020 00:00,287,NINHO IOGURTE LIQ MACA E BANANA 24X170G,1
1,29/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,3
1,29/12/2020 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,2
1,29/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,29/12/2020 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,29/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,37
1,29/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,16
1,29/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,5
1,29/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,29/12/2020 00:00,451,CHAMBINHO CHOCOLATE 16X320G,5
1,29/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,29/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,4
1,29/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,29/12/2020 00:00,287,NINHO IOGURTE LIQ MACA E BANANA 24X170G,2
1,29/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,7
1,30/12/2020 00:00,2104,NESFIT IOGURTE MORANGO BAUN 20X150G,1
1,30/12/2020 00:00,183,CHAMBINHO PETIT MOR 16X320G,5
1,30/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,30/12/2020 00:00,451,CHAMBINHO CHOCOLATE 16X320G,1
1,30/12/2020 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,4
1,30/12/2020 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,30/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,30/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,30/12/2020 00:00,2041,NESFIT IOGURTE MARACUJA AVEIA 24X170G,1
1,30/12/2020 00:00,448,CHANDELLE CHANTILLY CHOCOLATE 24X200G,1
