Cod_filial,FILIAL,CODPROD,DATA,DESCRICAO,EMBALAGEM,QTESTGER
1,ATACADO,194,17/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,18/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,143
1,ATACADO,194,19/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,127
1,ATACADO,194,20/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,127
1,ATACADO,194,21/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,112
1,ATACADO,194,22/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,110
1,ATACADO,194,23/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,50
1,ATACADO,194,24/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,20
1,ATACADO,194,25/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,20
1,ATACADO,194,26/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,15
1,ATACADO,194,27/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,15
1,ATACADO,194,28/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,159
1,ATACADO,194,29/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,126
1,ATACADO,194,30/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,125
1,ATACADO,194,31/12/2020 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,98
1,ATACADO,194,01/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,98
1,ATACADO,194,02/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,98
1,ATACADO,194,03/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,98
1,ATACADO,194,04/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,242
1,ATACADO,194,05/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,239
1,ATACADO,194,06/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,236
1,ATACADO,194,07/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,233
1,ATACADO,194,08/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,233
1,ATACADO,194,09/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,351
1,ATACADO,194,10/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,351
1,ATACADO,194,11/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,345
1,ATACADO,194,12/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,259
1,ATACADO,194,13/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,259
1,ATACADO,194,14/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,253
1,ATACADO,194,15/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,396
1,ATACADO,194,16/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,387
1,ATACADO,194,17/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,387
1,ATACADO,194,18/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,387
1,ATACADO,194,19/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,375
1,ATACADO,194,20/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,363
1,ATACADO,194,21/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,363
1,ATACADO,194,22/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,363
1,ATACADO,194,23/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,356
1,ATACADO,194,24/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,356
1,ATACADO,194,25/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,344
1,ATACADO,194,26/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,258
1,ATACADO,194,27/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,257
1,ATACADO,194,28/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,253
1,ATACADO,194,29/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,253
1,ATACADO,194,30/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,251
1,ATACADO,194,31/01/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,251
1,ATACADO,194,01/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,251
1,ATACADO,194,02/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,238
1,ATACADO,194,03/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,223
1,ATACADO,194,04/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,223
1,ATACADO,194,05/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,367
1,ATACADO,194,06/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,367
1,ATACADO,194,07/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,367
1,ATACADO,194,08/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,342
1,ATACADO,194,09/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,276
1,ATACADO,194,10/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,214
1,ATACADO,194,11/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,214
1,ATACADO,194,12/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,212
1,ATACADO,194,13/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,208
1,ATACADO,194,14/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,208
1,ATACADO,194,15/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,206
1,ATACADO,194,17/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,82
1,ATACADO,194,18/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,82
1,ATACADO,194,19/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,82
1,ATACADO,194,20/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,81
1,ATACADO,194,21/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,81
1,ATACADO,194,22/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,19
1,ATACADO,194,23/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,24/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,25/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,26/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,27/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,28/02/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,02/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,03/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,04/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,05/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,06/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,07/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,08/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,144
1,ATACADO,194,09/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,64
1,ATACADO,194,10/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,12
1,ATACADO,194,11/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,12/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,13/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,14/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,194,15/03/2021 00:00,NESTLE GREGO IOG FRUTAS VERM 12X400G,400G,0
1,ATACADO,195,16/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,24
1,ATACADO,195,17/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,24
1,ATACADO,195,18/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,24
1,ATACADO,195,19/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,142
1,ATACADO,195,20/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,139
1,ATACADO,195,21/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,110
1,ATACADO,195,22/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,110
1,ATACADO,195,23/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,89
1,ATACADO,195,24/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,2
1,ATACADO,195,25/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,0
1,ATACADO,195,26/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,0
1,ATACADO,195,27/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,136
1,ATACADO,195,28/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,118
1,ATACADO,195,29/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,118
1,ATACADO,195,01/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,61
1,ATACADO,195,02/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,58
1,ATACADO,195,03/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,200
1,ATACADO,195,04/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,196
1,ATACADO,195,05/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,135
1,ATACADO,195,06/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,135
1,ATACADO,195,07/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,111
1,ATACADO,195,08/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,107
1,ATACADO,195,09/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,41
1,ATACADO,195,10/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,28
1,ATACADO,195,11/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,27
1,ATACADO,195,12/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,23
1,ATACADO,195,13/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,23
1,ATACADO,195,14/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,22
1,ATACADO,195,15/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,0
1,ATACADO,195,16/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,0
1,ATACADO,195,17/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,0
1,ATACADO,195,18/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,144
1,ATACADO,195,19/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,92
1,ATACADO,195,20/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,92
1,ATACADO,195,21/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,54
1,ATACADO,195,22/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,39
1,ATACADO,195,23/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,21
1,ATACADO,195,24/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,9
1,ATACADO,195,25/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,9
1,ATACADO,195,26/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,5
1,ATACADO,195,27/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,5
1,ATACADO,195,28/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,148
1,ATACADO,195,29/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,143
1,ATACADO,195,30/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,138
1,ATACADO,195,31/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,75
1,ATACADO,195,01/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,75
1,ATACADO,195,02/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,75
1,ATACADO,195,03/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,75
1,ATACADO,195,04/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,219
1,ATACADO,195,05/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,215
1,ATACADO,195,06/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,214
1,ATACADO,195,07/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,211
1,ATACADO,195,08/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,211
1,ATACADO,195,09/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,319
1,ATACADO,195,10/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,319
1,ATACADO,195,11/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,310
1,ATACADO,195,12/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,200
1,ATACADO,195,13/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,182
1,ATACADO,195,14/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,176
1,ATACADO,195,15/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,318
1,ATACADO,195,16/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,309
1,ATACADO,195,17/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,309
1,ATACADO,195,18/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,273
1,ATACADO,195,19/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,213
1,ATACADO,195,20/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,201
1,ATACADO,195,21/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,201
1,ATACADO,195,22/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,200
1,ATACADO,195,23/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,177
1,ATACADO,195,24/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,177
1,ATACADO,195,25/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,153
1,ATACADO,195,26/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,128
1,ATACADO,195,27/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,111
1,ATACADO,195,28/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,71
1,ATACADO,195,29/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,214
1,ATACADO,195,30/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,209
1,ATACADO,195,31/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,209
1,ATACADO,195,01/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,209
1,ATACADO,195,02/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,134
1,ATACADO,195,03/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,131
1,ATACADO,195,04/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,131
1,ATACADO,195,05/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,273
1,ATACADO,195,06/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,273
1,ATACADO,195,07/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,273
1,ATACADO,195,08/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,253
1,ATACADO,195,09/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,187
1,ATACADO,195,10/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,146
1,ATACADO,195,11/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,145
1,ATACADO,195,12/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,137
1,ATACADO,195,13/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,272
1,ATACADO,195,14/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,272
1,ATACADO,195,15/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,270
1,ATACADO,195,17/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,209
1,ATACADO,195,18/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,209
1,ATACADO,195,19/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,201
1,ATACADO,195,20/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,176
1,ATACADO,195,21/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,176
1,ATACADO,195,22/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,146
1,ATACADO,195,23/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,82
1,ATACADO,195,24/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,82
1,ATACADO,195,25/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,55
1,ATACADO,195,26/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,51
1,ATACADO,195,27/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,11
1,ATACADO,195,28/02/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,11
1,ATACADO,195,02/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,13
1,ATACADO,195,03/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,8
1,ATACADO,195,04/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,3
1,ATACADO,195,05/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,3
1,ATACADO,195,06/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,3
1,ATACADO,195,07/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,3
1,ATACADO,195,08/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,147
1,ATACADO,195,09/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,111
1,ATACADO,195,10/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,55
1,ATACADO,195,11/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,55
1,ATACADO,195,12/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,17
1,ATACADO,195,13/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,16
1,ATACADO,195,14/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,16
1,ATACADO,195,15/03/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,12X400G,15
1,ATACADO,196,16/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,17/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,18/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,19/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,20/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,21/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,22/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,23/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,24/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,25/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,26/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,27/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,28/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,29/11/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,01/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,02/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,03/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,04/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,05/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,06/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,07/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,08/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,09/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,10/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,11/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,12/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,13/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,14/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,15/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,16/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,17/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,18/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,19/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,20/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,21/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,22/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,23/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,24/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,25/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,26/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,27/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,28/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,29/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,30/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,31/12/2020 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
1,ATACADO,196,01/01/2021 00:00,IOGURTE GREGO NESTLE TRADICIONAL 24X110G,24X110G,0
